Credit Score,City,Credit Balance,Checking Account Number,PIN,Zip,Checking Balance,Last Name,Address,First Name,Credit Limit,Savings Balance,Phone Number,ID,State,Savings Account Number,Date of Birth,Credit Account Number
467,El Paso,27.17,1000830,6149,79999,1768.07,Prince,101 Random Rd.,Michael,100,13804.2,(915) 123-4567,830,TX,2000830,1/26/03,3000830
407,El Paso,2.78,1000609,6279,79999,2188.65,Parrish,101 Random Rd.,Rick,200,18010,(915) 123-4567,609,TX,2000609,11/16/10,3000609
743,Anaheim,2948,1000020,1447,92802,2037,Disney,1313 Disneyland Dr.,Beast,13400,19721.77,(714) 781-4636,20,CA,2000020,9/17/68,3000020
432,El Paso,16.22,1000318,6340,79999,2193,Crawford,101 Random Rd.,Jade,400,18074.25,(915) 123-4567,318,TX,2000318,1/8/43,3000318
645,Anaheim,168.39,1000021,6754,92802,1679.89,Disney,1313 Disneyland Dr.,Belle,2800,21006.61,(714) 781-4636,21,CA,2000021,3/18/71,3000021
455,El Paso,0.56,1000576,4455,79999,1947.98,Craig,101 Random Rd.,Christopher,500,14306.77,(915) 123-4567,576,TX,2000576,4/4/10,3000576
393,El Paso,2.2,1000783,6198,79999,2001.8,Christensen,101 Random Rd.,Keith,100,15284.04,(915) 123-4567,783,TX,2000783,3/11/63,3000783
301,El Paso,3.83,1000802,3904,79999,1847.33,Proctor,101 Random Rd.,George,100,20930.13,(915) 123-4567,802,TX,2000802,9/12/20,3000802
486,El Paso,72.85,1001003,8543,79999,1942.42,Hanna,101 Random Rd.,Joseph,300,12711.08,(915) 123-4567,1003,TX,2001003,1/5/01,3001003
627,El Paso,962.51,1000788,5507,79999,1964.86,Taylor,101 Random Rd.,Teresa,3700,1732.96,(915) 123-4567,788,TX,2000788,6/12/78,3000788
370,El Paso,56.37,1000423,5415,79999,2368.99,Keller,101 Random Rd.,Randy,400,10480.17,(915) 123-4567,423,TX,2000423,5/8/64,3000423
400,El Paso,40.26,1000371,8720,79999,2139.2,Foster,101 Random Rd.,Daniel,400,21688.37,(915) 123-4567,371,TX,2000371,7/29/41,3000371
461,El Paso,88.02,1000914,6669,79999,1904.82,Lopez,101 Random Rd.,April,400,12865.39,(915) 123-4567,914,TX,2000914,1/27/08,3000914
341,El Paso,84.35,1000906,9441,79999,2143.92,Kramer,101 Random Rd.,Anthony,300,11406.34,(915) 123-4567,906,TX,2000906,1/24/29,3000906
675,El Paso,928.19,1000295,6754,79999,2118.73,Luna,101 Random Rd.,Jeffrey,5800,2171.69,(915) 123-4567,295,TX,2000295,10/4/35,3000295
382,El Paso,50.98,1000441,8178,79999,1575.79,Murray,101 Random Rd.,Michael,500,1195.56,(915) 123-4567,441,TX,2000441,2/24/87,3000441
484,El Paso,21.05,1000056,5210,79968,1529.75,Lopez,500 W. University Ave.,Guillermo,100,23340.28,(915) 747-5000,56,TX,2000056,5/2/47,3000056
492,El Paso,3.83,1000105,7593,79999,2076.23,Griffin,101 Random Rd.,Austin,100,15271.32,(915) 123-4567,105,TX,2000105,10/7/91,3000105
842,El Paso,452.07,1000079,3804,79968,2053.36,Toriano,500 W. University Ave.,Jose,22600,19873.12,(915) 747-5000,79,TX,2000079,8/21/82,3000079
459,El Paso,10.19,1000358,3151,79999,1649.79,Wilson,101 Random Rd.,Robert,500,9754.34,(915) 123-4567,358,TX,2000358,3/14/87,3000358
617,El Paso,39.4,1000718,4742,79999,1556.35,Meyer,101 Random Rd.,Phillip,3900,9145.13,(915) 123-4567,718,TX,2000718,6/11/81,3000718
745,El Paso,2208.65,1000649,7616,79999,2374.34,Cox,101 Random Rd.,David,9200,18720,(915) 123-4567,649,TX,2000649,5/17/30,3000649
755,El Paso,2091.13,1000627,6804,79999,1616.69,Armstrong,101 Random Rd.,Sherri,12300,22201.89,(915) 123-4567,627,TX,2000627,11/12/93,3000627
658,El Paso,255.33,1000886,1741,79999,1916.16,Davis,101 Random Rd.,Joseph,1700,12377.97,(915) 123-4567,886,TX,2000886,2/24/66,3000886
385,El Paso,36.65,1000567,3301,79999,1512.51,Lopez,101 Random Rd.,Dylan,600,17854.05,(915) 123-4567,567,TX,2000567,2/23/35,3000567
393,El Paso,144.7,1001006,6550,79999,2354.98,Holt,101 Random Rd.,Melissa,600,9852.86,(915) 123-4567,1006,TX,2001006,9/16/50,3001006
790,El Paso,1344.83,1000138,3650,79999,2132.54,Clark,101 Random Rd.,Thomas,8400,23912.05,(915) 123-4567,138,TX,2000138,9/17/55,3000138
696,El Paso,1219.84,1000313,6581,79999,1609.92,Campbell,101 Random Rd.,Matthew,5300,19179.41,(915) 123-4567,313,TX,2000313,11/5/42,3000313
687,El Paso,1232.99,1000497,9979,79999,1913.69,Nielsen,101 Random Rd.,Brittany,5600,8426.98,(915) 123-4567,497,TX,2000497,9/29/45,3000497
375,El Paso,50.68,1000289,3100,79999,2082.52,Perez,101 Random Rd.,Matthew,500,4607.87,(915) 123-4567,289,TX,2000289,12/21/39,3000289
480,El Paso,104.99,1000623,7634,79999,1648.39,Walsh,101 Random Rd.,Michelle,400,4250.63,(915) 123-4567,623,TX,2000623,11/29/47,3000623
508,El Paso,0.68,1000066,4983,79968,1836.89,OchoaMercado,500 W. University Ave.,Deyanira,400,20955.56,(915) 747-5000,66,TX,2000066,4/4/94,3000066
694,El Paso,159.03,1001028,4790,79999,2249.36,Smith,101 Random Rd.,Jessica,5300,1579.94,(915) 123-4567,1028,TX,2001028,3/26/73,3001028
718,El Paso,1095.54,1000355,8139,79999,2486.29,Wolf,101 Random Rd.,William,7300,7404.09,(915) 123-4567,355,TX,2000355,12/10/62,3000355
497,El Paso,66.11,1000808,8688,79999,2228.75,Thompson,101 Random Rd.,Megan,300,10984.13,(915) 123-4567,808,TX,2000808,3/11/48,3000808
528,El Paso,52.07,1000818,2105,79999,1714.34,Young,101 Random Rd.,Maria,400,18235.06,(915) 123-4567,818,TX,2000818,3/1/21,3000818
721,El Paso,490.34,1000621,2733,79999,2383.74,Richardson,101 Random Rd.,Natalie,7000,5563.52,(915) 123-4567,621,TX,2000621,5/4/43,3000621
620,El Paso,225.17,1000804,5840,79999,1515.51,Maynard,101 Random Rd.,Michelle,900,5827.8,(915) 123-4567,804,TX,2000804,12/3/60,3000804
578,El Paso,63.3,1000548,7464,79999,2163.51,Hines,101 Random Rd.,Kathleen,300,14798.16,(915) 123-4567,548,TX,2000548,12/30/74,3000548
736,El Paso,201.4,1000345,9996,79999,2024.02,Torres,101 Random Rd.,Caroline,6700,11174.95,(915) 123-4567,345,TX,2000345,1/23/78,3000345
413,El Paso,84.14,1000173,2195,79999,1902.78,Rogers,101 Random Rd.,Sandra,600,23537.5,(915) 123-4567,173,TX,2000173,6/30/08,3000173
356,El Paso,52.31,1000391,7472,79999,2324.05,Diaz,101 Random Rd.,Devin,400,24289.02,(915) 123-4567,391,TX,2000391,3/23/96,3000391
447,El Paso,12.09,1000877,4533,79999,1836,Boyd,101 Random Rd.,Kenneth,400,14402.13,(915) 123-4567,877,TX,2000877,4/28/18,3000877
512,El Paso,57.79,1000342,5898,79999,1625.71,Sloan,101 Random Rd.,Jeffrey,300,19416.73,(915) 123-4567,342,TX,2000342,1/17/89,3000342
395,El Paso,144.96,1000178,5780,79999,2189.02,Zimmerman,101 Random Rd.,Renee,600,13507.44,(915) 123-4567,178,TX,2000178,10/16/97,3000178
304,El Paso,58.75,1000874,1390,79999,1866.89,House,101 Random Rd.,John,200,16020.94,(915) 123-4567,874,TX,2000874,3/14/43,3000874
592,El Paso,45.68,1000585,8859,79999,2037.67,Little,101 Random Rd.,Heather,900,8156.01,(915) 123-4567,585,TX,2000585,8/24/43,3000585
364,El Paso,75.78,1000668,7681,79999,2091.15,Jones,101 Random Rd.,Sarah,500,21026.12,(915) 123-4567,668,TX,2000668,1/19/73,3000668
361,El Paso,20.29,1000569,7879,79999,1842.71,Jimenez,101 Random Rd.,Misty,100,18764.37,(915) 123-4567,569,TX,2000569,4/16/94,3000569
716,El Paso,0.15,1000537,1942,79999,2365.99,Olsen,101 Random Rd.,Jessica,5900,14129.9,(915) 123-4567,537,TX,2000537,1/30/70,3000537
358,El Paso,16.47,1000440,2920,79999,2135.76,Cabrera,101 Random Rd.,Steven,200,19094.54,(915) 123-4567,440,TX,2000440,1/5/84,3000440
431,El Paso,48.6,1000601,5603,79999,2167.85,White,101 Random Rd.,Shannon,300,4836.93,(915) 123-4567,601,TX,2000601,1/11/21,3000601
742,El Paso,1442.49,1000603,1267,79999,2381.92,Ross,101 Random Rd.,Victor,10300,13182.39,(915) 123-4567,603,TX,2000603,3/19/02,3000603
738,El Paso,910.45,1000428,4314,79999,2409.7,Morris,101 Random Rd.,John,7000,5542.79,(915) 123-4567,428,TX,2000428,6/11/96,3000428
626,El Paso,920.63,1000536,8195,79999,1557.46,Russell,101 Random Rd.,Darlene,4600,20622.16,(915) 123-4567,536,TX,2000536,3/29/12,3000536
359,El Paso,102.74,1000279,1141,79999,2124.51,Church,101 Random Rd.,Mary,600,9138.97,(915) 123-4567,279,TX,2000279,7/25/61,3000279
651,El Paso,351.85,1000994,2128,79999,1848.2,Rivera,101 Random Rd.,Diana,2700,18098.42,(915) 123-4567,994,TX,2000994,7/5/75,3000994
493,El Paso,15.48,1000158,4584,79999,1782.18,Moran,101 Random Rd.,Michael,300,2143.93,(915) 123-4567,158,TX,2000158,4/23/03,3000158
383,El Paso,24.06,1000591,1379,79999,1926.07,Jones,101 Random Rd.,Christina,300,18613.23,(915) 123-4567,591,TX,2000591,7/9/98,3000591
519,El Paso,76.83,1000703,7829,79999,2206.57,Davis,101 Random Rd.,Christopher,400,14385.21,(915) 123-4567,703,TX,2000703,8/25/46,3000703
673,El Paso,1596.62,1000448,8327,79999,2343.06,Shea,101 Random Rd.,Alexis,5700,14751.68,(915) 123-4567,448,TX,2000448,9/17/32,3000448
631,El Paso,864.2,1000411,8789,79999,1778.79,Roberson,101 Random Rd.,Rachel,3200,24997.16,(915) 123-4567,411,TX,2000411,1/8/34,3000411
843,El Paso,0.12,1000853,9881,79999,1701.42,Smith,101 Random Rd.,Nicholas,20900,12322.53,(915) 123-4567,853,TX,2000853,11/30/96,3000853
654,El Paso,126.1,1001015,6530,79999,2332.66,Sanders,101 Random Rd.,John,4200,8666.33,(915) 123-4567,1015,TX,2001015,11/8/73,3001015
379,El Paso,138.38,1000114,6957,79999,2401.19,Robinson,101 Random Rd.,Kirsten,600,19620.14,(915) 123-4567,114,TX,2000114,8/31/52,3000114
403,El Paso,27.48,1000099,9245,79999,1667.38,Brown,101 Random Rd.,David,300,17893.85,(915) 123-4567,99,TX,2000099,11/25/13,3000099
547,El Paso,144.62,1000632,2921,79999,2390.35,Osborne,101 Random Rd.,Christopher,600,15438.98,(915) 123-4567,632,TX,2000632,2/2/33,3000632
527,El Paso,18.66,1000085,1815,79968,1878.75,Winkelman,500 W. University Ave.,Ryan,300,16137.92,(915) 747-5000,85,TX,2000085,1/7/49,3000085
424,El Paso,3.72,1000933,7788,79999,2024.21,Cooper,101 Random Rd.,Dennis,300,23877.3,(915) 123-4567,933,TX,2000933,8/26/01,3000933
806,El Paso,1148.37,1000734,2131,79999,1814.98,Underwood,101 Random Rd.,Christopher,16400,5768.58,(915) 123-4567,734,TX,2000734,3/29/29,3000734
457,El Paso,12.6,1000661,2902,79999,1504.49,Macias,101 Random Rd.,Derek,400,5923.52,(915) 123-4567,661,TX,2000661,12/19/87,3000661
728,El Paso,1296.39,1000057,5486,79968,1718.14,Loya,500 W. University Ave.,Maria,5400,20944.16,(915) 747-5000,57,TX,2000057,4/25/20,3000057
626,El Paso,207.83,1000947,8630,79999,2063.38,Martinez,101 Random Rd.,Ronald,900,9108.48,(915) 123-4567,947,TX,2000947,2/16/46,3000947
479,El Paso,120.33,1000662,2682,79999,2366.16,Robinson,101 Random Rd.,Christopher,500,21527.36,(915) 123-4567,662,TX,2000662,1/29/73,3000662
324,Anaheim,132.03,1000019,4258,92802,2005.44,Mermaid,1313 Disneyland Dr.,Ursela,600,17328.87,(714) 781-4636,19,CA,2000019,6/2/12,3000019
615,El Paso,528.67,1000401,5192,79999,1908.47,Edwards,101 Random Rd.,Ruben,4800,13425.21,(915) 123-4567,401,TX,2000401,12/7/76,3000401
530,El Paso,35.64,1000179,2895,79999,1960.29,Brown,101 Random Rd.,Richard,500,12740.15,(915) 123-4567,179,TX,2000179,5/1/90,3000179
368,El Paso,55.74,1000392,2713,79999,2126.35,Travis,101 Random Rd.,Donna,500,20711.91,(915) 123-4567,392,TX,2000392,8/15/54,3000392
387,El Paso,26.39,1000458,6927,79999,1712.74,Alexander,101 Random Rd.,Linda,200,526.65,(915) 123-4567,458,TX,2000458,4/24/88,3000458
632,El Paso,943.23,1001033,2868,79999,2222.58,Johnson,101 Random Rd.,Taylor,4100,622.95,(915) 123-4567,1033,TX,2001033,9/11/57,3001033
439,El Paso,90.67,1000369,2190,79999,1868,Wheeler,101 Random Rd.,Natasha,300,1725.22,(915) 123-4567,369,TX,2000369,12/14/30,3000369
786,El Paso,1639.25,1000088,7606,79968,1723.06,Zubia,500 W. University Ave.,Isaac,14900,14434.17,(915) 747-5000,88,TX,2000088,6/11/54,3000088
674,El Paso,1210.7,1001002,5656,79999,1831.74,Johnson,101 Random Rd.,David,5500,1984.13,(915) 123-4567,1002,TX,2001002,10/19/41,3001002
424,El Paso,25.07,1000113,9269,79999,2038.24,Stevens,101 Random Rd.,Michele,500,12219.94,(915) 123-4567,113,TX,2000113,6/27/56,3000113
655,El Paso,294.4,1000282,5725,79999,2340.14,King,101 Random Rd.,Dawn,2100,9455.94,(915) 123-4567,282,TX,2000282,5/20/21,3000282
773,El Paso,1313.14,1000232,1548,79999,2175.97,Kelly,101 Random Rd.,Alexander,10100,508.48,(915) 123-4567,232,TX,2000232,6/10/21,3000232
790,El Paso,3108,1000361,1534,79999,2326.3,Bender,101 Random Rd.,Dakota,14800,11066.53,(915) 123-4567,361,TX,2000361,5/9/99,3000361
393,El Paso,162.83,1000081,9235,79968,1816.38,Vega,500 W. University Ave.,Jose,600,12357.49,(915) 747-5000,81,TX,2000081,5/6/33,3000081
454,El Paso,33.15,1000764,6722,79999,2296.62,Rice,101 Random Rd.,William,300,12651.64,(915) 123-4567,764,TX,2000764,7/24/68,3000764
849,El Paso,4275.24,1000413,7712,79999,1742.27,White,101 Random Rd.,John,22500,1663.96,(915) 123-4567,413,TX,2000413,8/11/47,3000413
482,El Paso,144.54,1000366,2415,79999,1636.89,Horton,101 Random Rd.,Misty,600,7105.64,(915) 123-4567,366,TX,2000366,4/6/92,3000366
541,El Paso,17.28,1000425,4461,79999,2040.8,Lamb,101 Random Rd.,Mark,100,1645.5,(915) 123-4567,425,TX,2000425,4/24/89,3000425
541,El Paso,15.86,1000807,3433,79999,2309.95,Johnson,101 Random Rd.,Tanya,100,20784.14,(915) 123-4567,807,TX,2000807,2/1/31,3000807
730,El Paso,1470,1000328,3947,79999,1659.31,Paul,101 Random Rd.,Stacey,7000,4866.24,(915) 123-4567,328,TX,2000328,9/23/66,3000328
429,El Paso,26.5,1000879,3152,79999,1767.49,Higgins,101 Random Rd.,Brett,100,4441.51,(915) 123-4567,879,TX,2000879,1/15/44,3000879
362,El Paso,57.97,1000488,7215,79999,1962.41,Sellers,101 Random Rd.,Amber,300,6161.25,(915) 123-4567,488,TX,2000488,7/15/56,3000488
541,El Paso,30.38,1000900,7937,79999,1505.09,Chang,101 Random Rd.,Emily,100,24936.33,(915) 123-4567,900,TX,2000900,8/19/91,3000900
828,El Paso,3405.13,1000551,8121,79999,1823.44,Harris,101 Random Rd.,Kelly,22700,7795.86,(915) 123-4567,551,TX,2000551,3/8/40,3000551
535,El Paso,36.67,1000491,6983,79999,2210.72,Cochran,101 Random Rd.,Joe,400,5471.45,(915) 123-4567,491,TX,2000491,4/23/37,3000491
629,El Paso,115.42,1001008,8983,79999,1769.92,Olsen,101 Random Rd.,Courtney,2300,21467.53,(915) 123-4567,1008,TX,2001008,9/19/53,3001008
414,El Paso,32.46,1000566,9489,79999,2083.01,Lane,101 Random Rd.,Barbara,200,20473.14,(915) 123-4567,566,TX,2000566,3/22/81,3000566
796,El Paso,147.62,1000436,4356,79999,2303.23,Thomas,101 Random Rd.,Samantha,14700,5594.86,(915) 123-4567,436,TX,2000436,11/17/67,3000436
662,El Paso,682.03,1001021,9236,79999,1697.44,Massey,101 Random Rd.,Bryan,3100,22751.65,(915) 123-4567,1021,TX,2001021,6/20/50,3001021
498,El Paso,8.5,1000159,8980,79999,1891.52,Burke,101 Random Rd.,Jason,200,23309.68,(915) 123-4567,159,TX,2000159,3/1/76,3000159
358,El Paso,95.47,1000831,7610,79999,2231.37,Fleming,101 Random Rd.,Craig,500,9507.88,(915) 123-4567,831,TX,2000831,9/27/85,3000831
815,El Paso,1491.79,1000838,8586,79999,2414.11,Brock,101 Random Rd.,Juan,21300,18111.15,(915) 123-4567,838,TX,2000838,12/27/63,3000838
611,El Paso,266.14,1000263,3133,79999,1945.77,Romero,101 Random Rd.,James,3800,19718.33,(915) 123-4567,263,TX,2000263,3/8/44,3000263
377,El Paso,20.35,1000050,4714,79968,2085.04,Flores,500 W. University Ave.,Miguel,500,3456.13,(915) 747-5000,50,TX,2000050,10/12/89,3000050
694,El Paso,726.96,1000578,4651,79999,2440.46,Costa,101 Random Rd.,David,6600,15024.13,(915) 123-4567,578,TX,2000578,7/2/84,3000578
493,El Paso,40.26,1000840,1610,79999,1638.2,Anderson,101 Random Rd.,Victor,500,19604.45,(915) 123-4567,840,TX,2000840,6/22/65,3000840
590,El Paso,225.23,1000395,9932,79999,2266.28,Sims,101 Random Rd.,Anthony,4500,17339.33,(915) 123-4567,395,TX,2000395,7/16/05,3000395
474,El Paso,23.37,1000967,4500,79999,2054.16,Beck,101 Random Rd.,Krista,100,15818.5,(915) 123-4567,967,TX,2000967,7/29/30,3000967
838,El Paso,830.94,1000234,1981,79999,1554.07,May,101 Random Rd.,Samantha,16600,11386.1,(915) 123-4567,234,TX,2000234,12/18/97,3000234
426,El Paso,8.17,1000593,1183,79999,2125.88,Brooks,101 Random Rd.,Anthony,200,14480.02,(915) 123-4567,593,TX,2000593,7/12/82,3000593
778,El Paso,0.88,1000136,3119,79999,2332.61,Parker,101 Random Rd.,Ronald,10600,22135.88,(915) 123-4567,136,TX,2000136,1/2/73,3000136
625,El Paso,456.14,1000742,7363,79999,1518.82,Mcneil,101 Random Rd.,Rodney,1900,5095.96,(915) 123-4567,742,TX,2000742,5/29/68,3000742
646,El Paso,245.15,1000393,2466,79999,2273.58,Kent,101 Random Rd.,Tanya,4900,7474.73,(915) 123-4567,393,TX,2000393,5/2/35,3000393
472,El Paso,48.89,1000176,4615,79999,2197.71,Pittman,101 Random Rd.,James,300,14489.87,(915) 123-4567,176,TX,2000176,7/12/93,3000176
382,El Paso,78.75,1000058,5530,79968,2214.38,Lucio,500 W. University Ave.,Clarissa,600,8129.41,(915) 747-5000,58,TX,2000058,9/15/92,3000058
314,El Paso,8.46,1000434,4932,79999,2181.34,Woodward,101 Random Rd.,Raymond,100,12394.73,(915) 123-4567,434,TX,2000434,11/14/73,3000434
850,El Paso,5562.79,1000419,2305,79999,1658.28,Martinez,101 Random Rd.,Justin,20600,7163.44,(915) 123-4567,419,TX,2000419,3/23/08,3000419
836,El Paso,3893.01,1000287,5751,79999,1644.66,Oliver,101 Random Rd.,Dustin,22900,18579.54,(915) 123-4567,287,TX,2000287,11/30/56,3000287
642,El Paso,810.79,1000195,7389,79999,2311.12,Buckley,101 Random Rd.,Kim,2700,3822.2,(915) 123-4567,195,TX,2000195,4/14/74,3000195
434,El Paso,4.3,1000304,1755,79999,2189.08,Ramirez,101 Random Rd.,Jasmine,200,2125.08,(915) 123-4567,304,TX,2000304,11/19/19,3000304
341,El Paso,24.97,1000231,5829,79999,2452.76,Fisher,101 Random Rd.,Paul,300,17993.15,(915) 123-4567,231,TX,2000231,2/24/89,3000231
338,El Paso,16.51,1000574,8579,79999,2075.16,Gardner,101 Random Rd.,Danielle,200,5802.61,(915) 123-4567,574,TX,2000574,6/6/78,3000574
409,El Paso,65.06,1000843,4227,79999,1667.77,Miller,101 Random Rd.,Linda,500,9655.19,(915) 123-4567,843,TX,2000843,5/21/20,3000843
631,El Paso,1044.67,1000693,1774,79999,2058.56,Bernard,101 Random Rd.,Timothy,3600,23449.98,(915) 123-4567,693,TX,2000693,5/19/15,3000693
359,El Paso,24.04,1000460,2319,79999,2450.57,Dalton,101 Random Rd.,Anthony,600,2940.02,(915) 123-4567,460,TX,2000460,6/20/00,3000460
777,El Paso,1701.22,1000985,4230,79999,1563.99,Johnson,101 Random Rd.,Michael,8100,15311.12,(915) 123-4567,985,TX,2000985,3/12/55,3000985
796,El Paso,2250.72,1000278,5475,79999,2351.3,Walker,101 Random Rd.,Mario,12500,21215.03,(915) 123-4567,278,TX,2000278,10/17/13,3000278
384,El Paso,110.03,1000747,4294,79999,2028.23,Blackwell,101 Random Rd.,Sandy,500,642.12,(915) 123-4567,747,TX,2000747,10/12/41,3000747
834,El Paso,1169.61,1001010,9205,79999,1885.55,Chambers,101 Random Rd.,Charles,16700,6289.9,(915) 123-4567,1010,TX,2001010,2/23/19,3001010
807,El Paso,5408.03,1000269,1825,79999,1540.37,Bruce,101 Random Rd.,Angelica,20800,18990.79,(915) 123-4567,269,TX,2000269,3/3/78,3000269
750,El Paso,2277.71,1000455,8161,79999,2382.23,Scott,101 Random Rd.,Deborah,9900,20061.76,(915) 123-4567,455,TX,2000455,2/14/15,3000455
701,El Paso,936.01,1000744,3526,79999,2357.33,Smith,101 Random Rd.,Dennis,7200,14192.93,(915) 123-4567,744,TX,2000744,12/5/13,3000744
330,El Paso,66.97,1000409,9741,79999,1865.9,Huynh,101 Random Rd.,Ray,300,15719.14,(915) 123-4567,409,TX,2000409,12/11/47,3000409
818,El Paso,2343.55,1000168,2107,79999,1752.08,King,101 Random Rd.,Thomas,21300,11571.29,(915) 123-4567,168,TX,2000168,10/3/58,3000168
569,El Paso,52.49,1000698,8936,79999,2150.6,Lee,101 Random Rd.,Mary,200,20565.05,(915) 123-4567,698,TX,2000698,10/9/77,3000698
716,El Paso,1590.2,1000979,3924,79999,1973.9,Henry,101 Random Rd.,Marissa,5300,1724.4,(915) 123-4567,979,TX,2000979,6/21/45,3000979
735,El Paso,804.37,1000970,6146,79999,1981.9,Waters,101 Random Rd.,Tammy,6700,23826.12,(915) 123-4567,970,TX,2000970,6/29/30,3000970
417,Anaheim,5.59,1000016,9346,92802,2359.97,Disney,1313 Disneyland Dr.,Woody,500,8530.73,(714) 781-4636,16,CA,2000016,5/28/80,3000016
760,El Paso,1136.54,1000827,9921,79999,1661.87,Lloyd,101 Random Rd.,Jessica,14200,19163.68,(915) 123-4567,827,TX,2000827,3/14/97,3000827
827,El Paso,0.3,1000689,1283,79999,2299.37,Foley,101 Random Rd.,Carl,20400,11483.92,(915) 123-4567,689,TX,2000689,10/27/38,3000689
341,El Paso,100.3,1000387,6387,79999,2407.29,Oconnell,101 Random Rd.,Craig,400,1862.99,(915) 123-4567,387,TX,2000387,5/24/48,3000387
383,El Paso,24.82,1000863,7449,79999,2493.45,Lucero,101 Random Rd.,Christopher,100,5692.53,(915) 123-4567,863,TX,2000863,8/5/59,3000863
533,El Paso,140.87,1000224,6692,79999,1643.48,Park,101 Random Rd.,Robert,500,5842.85,(915) 123-4567,224,TX,2000224,8/6/09,3000224
557,El Paso,60.56,1000572,8658,79999,1575.49,Dillon,101 Random Rd.,Brandon,400,5174.49,(915) 123-4567,572,TX,2000572,6/18/83,3000572
531,El Paso,20.42,1000499,7372,79999,1568.4,Clark,101 Random Rd.,Bruce,200,12566.88,(915) 123-4567,499,TX,2000499,10/5/65,3000499
324,El Paso,22.3,1000956,2822,79999,1755.03,Flores,101 Random Rd.,Robert,100,2629.23,(915) 123-4567,956,TX,2000956,11/22/54,3000956
641,El Paso,56.69,1000421,4221,79999,2486.79,Moore,101 Random Rd.,Doris,1400,9287.85,(915) 123-4567,421,TX,2000421,1/26/65,3000421
775,El Paso,2970.89,1000503,3418,79999,2443.06,Blackwell,101 Random Rd.,Debra,9900,11953.08,(915) 123-4567,503,TX,2000503,10/12/86,3000503
766,El Paso,2288.92,1000674,7572,79999,1832.8,Poole,101 Random Rd.,Alyssa,14300,18517.89,(915) 123-4567,674,TX,2000674,10/3/12,3000674
366,El Paso,4.95,1000961,4342,79999,1670.93,Harrison,101 Random Rd.,Vincent,100,12362.82,(915) 123-4567,961,TX,2000961,7/18/74,3000961
520,El Paso,95.31,1000481,3161,79999,1563.42,Irwin,101 Random Rd.,Derek,500,16763.35,(915) 123-4567,481,TX,2000481,10/20/39,3000481
692,El Paso,800.37,1000319,8345,79999,2311.32,Jacobson,101 Random Rd.,Brian,5000,4634.98,(915) 123-4567,319,TX,2000319,11/20/91,3000319
802,El Paso,1122.49,1000339,3729,79999,1965.5,Kent,101 Random Rd.,Ronald,18700,10946.6,(915) 123-4567,339,TX,2000339,10/29/06,3000339
703,El Paso,1007.85,1000646,2656,79999,2344.77,Burgess,101 Random Rd.,Rose,5300,1726.98,(915) 123-4567,646,TX,2000646,5/31/01,3000646
332,El Paso,12.47,1000329,2502,79999,1520.25,Johnson,101 Random Rd.,Crystal,400,4472.67,(915) 123-4567,329,TX,2000329,8/25/99,3000329
504,El Paso,78.29,1000739,1583,79999,1948.3,Gamble,101 Random Rd.,Jerry,600,14434.48,(915) 123-4567,739,TX,2000739,2/4/68,3000739
439,El Paso,25.95,1000041,7124,79968,1906.08,Briones,500 W. University Ave.,Eduardo,500,1193.44,(915) 747-5000,41,TX,2000041,9/10/16,3000041
740,El Paso,606.46,1001024,7830,79999,1775.64,Kelly,101 Random Rd.,Maria,10100,7195.79,(915) 123-4567,1024,TX,2001024,4/29/43,3001024
635,El Paso,406.74,1000084,2534,79968,2004.7,Verdin,500 W. University Ave.,Alan,2900,6755.3,(915) 747-5000,84,TX,2000084,4/18/82,3000084
756,El Paso,4032.37,1000545,8393,79999,2095.73,Valenzuela,101 Random Rd.,Brandy,14400,15451.7,(915) 123-4567,545,TX,2000545,1/31/00,3000545
723,El Paso,1725.43,1000359,8436,79999,1914.26,Brown,101 Random Rd.,Amber,6900,23871.44,(915) 123-4567,359,TX,2000359,8/11/02,3000359
410,El Paso,4.41,1000453,6421,79999,2032.29,Sexton,101 Random Rd.,Michelle,100,11560.56,(915) 123-4567,453,TX,2000453,9/12/37,3000453
426,Anaheim,50.09,1000024,3335,92802,2104.64,King,1313 Disneyland Dr.,Simba,200,4795.16,(714) 781-4636,24,CA,2000024,7/7/42,3000024
577,El Paso,95.73,1000060,9528,79968,1935.9,MartinDelCampo,500 W. University Ave.,Valeria,500,9349.46,(915) 747-5000,60,TX,2000060,3/27/94,3000060
547,El Paso,12.24,1000614,5717,79999,2167.98,Watson,101 Random Rd.,Vanessa,200,21800.08,(915) 123-4567,614,TX,2000614,2/23/07,3000614
776,El Paso,2464.16,1000055,8915,79968,2177.65,Lim,500 W. University Ave.,Justin,15400,8984.88,(915) 747-5000,55,TX,2000055,10/13/18,3000055
379,El Paso,10.88,1000962,3234,79999,2093.87,Berry,101 Random Rd.,Christopher,500,4602.19,(915) 123-4567,962,TX,2000962,9/28/07,3000962
531,El Paso,100.1,1000704,8720,79999,2038.2,King,101 Random Rd.,Leonard,400,13004.85,(915) 123-4567,704,TX,2000704,6/18/53,3000704
768,El Paso,1425.46,1000377,4902,79999,2224.3,Ruiz,101 Random Rd.,Travis,9500,22689.1,(915) 123-4567,377,TX,2000377,7/2/55,3000377
766,El Paso,3552.39,1000892,7789,79999,2004.95,Mason,101 Random Rd.,Matthew,14800,15003.25,(915) 123-4567,892,TX,2000892,8/30/34,3000892
